protein_id	entry	complete8	n_common_runs	mean_lfq	mean_log2_psm	mean_log2_nsaf	mean_psm	log2_length_rel	length_method	length_n_precise_cells	length_max_abs_dev_precise	length_interval_low	length_interval_high	n_unique_peptides	log2_n_unique_peptides	n_shared_peptides	mbr_intensity_frac_mean	shared_psm_frac	log2_shared_psm_inflation	resid_log2_psm	resid_log2_nsaf
psvid_77018_sp|P10768|ESTD_HUMAN	ESTD_HUMAN	True	8	24.2419	2.4688	-13.2025	5.625	-0.567387	precise	8	0.00560491			7	2.80735	0	0.142892	0	-0	-0.723443	-0.329532
psvid_77048_sp|O94760|DDAH1_HUMAN	DDAH1_HUMAN	False	6	21.8158	1.09749	-14.6013	2.33333	-0.552515	precise	6	0.00368714			3	1.58496	1	0.458531	0.5	1		
psvid_77130_sp|O75436|VP26A_HUMAN	VP26A_HUMAN	False	4	21.3224	0	-15.8378	1	-0.350895	precise	4	0.00328597			1	0	0	0	0	-0		
psvid_77140_sp|P18077|RL35A_HUMAN	RL35A_HUMAN	True	8	26.8394	4.07192	-10.2628	17.125	-1.92512	precise	7	0.000913224			10	3.32193	0	0.0559533	0	-0	-1.21454	0.60905
psvid_77164_sp|P08962|CD63_HUMAN	CD63_HUMAN	False	6	23.3432	1.67947	-13.7609	3.5	-0.810668	precise	8	0.0030049			2	1	0	0	0	-0		
psvid_77211_sp|P09497|CLCB_HUMAN	CLCB_HUMAN	True	8	25.1661	3.6583	-11.7131	12.75	-0.867069	precise	8	0.00209322			7	2.80735	0	0.0377799	0	-0	-0.312193	0.503709
psvid_77233_sp|O00115|DNS2A_HUMAN	DNS2A_HUMAN	False	4	19.6071	0	-16.09	1	-0.213221	precise	4	0.00279931			1	0	0	0	0	-0		
psvid_77241_sp|P45880|VDAC2_HUMAN	VDAC2_HUMAN	True	8	26.3133	4.50456	-11.2273	23	-0.50685	precise	8	0.00195436			13	3.70044	0	0.0746495	0	-0	-0.412276	0.0295026
psvid_77251_sp|Q7L2E3|DHX30_HUMAN	DHX30_HUMAN	False	7	22.0801	1.80627	-15.9555	3.71429	1.51501	precise	8	0.00337228			5	2.32193	0	0.106771	0	-0		
psvid_77265_sp|Q6P2H8|TMM53_HUMAN	TMM53_HUMAN	False	2	21.3494	1	-14.6098	2	-0.593225	precise	2	0.000263734			2	1	0	0	0	-0		
psvid_77272_sp|P50995|ANX11_HUMAN	ANX11_HUMAN	False	7	23.0351	2.4571	-14.0687	6.42857	0.273093	precise	7	0.00492555			7	2.80735	0	0.200297	0	-0		
psvid_77273_sp|Q14914|PTGR1_HUMAN	PTGR1_HUMAN	False	7	24.8597	3.99957	-11.8969	21.8571	-0.345248	precise	7	0.00519041			17	4.08746	0	0.0867821	0	-0		
psvid_77347_sp|O14656|TOR1A_HUMAN	TOR1A_HUMAN	True	8	24.0013	3.45363	-12.4545	11.5	-0.329909	precise	8	0.00409379			10	3.32193	1	0.0606666	0.0434783	0.0641303	0.451906	0.59528
psvid_77418_sp|Q01995|TAGL_HUMAN	TAGL_HUMAN	False	4	22.1607	1.25	-13.9571	2.75	-1.0556	precise	6	0.002522			4	2	0	0.333958	0	-0		
psvid_77443_sp|Q9GZM5|YIPF3_HUMAN	YIPF3_HUMAN	True	8	23.3848	2.67531	-13.3083	6.875	-0.255445	precise	8	0.00312999			5	2.32193	0	0.13494	0	-0	0.251033	0.17878
psvid_77498_sp|Q9Y385|UB2J1_HUMAN	UB2J1_HUMAN	True	8	22.0685	1.35172	-14.4932	2.875	-0.393982	precise	8	0.00188426			4	2	0	0.14485	0	-0	-0.108135	-0.220287
psvid_77499_sp|P10114|RAP2A_HUMAN	RAP2A_HUMAN	False	0					-1.19163	precise	8	0.00352843			0		3		1			
psvid_77518_sp|P13073|COX41_HUMAN	COX41_HUMAN	True	8	26.4594	4.65341	-10.3241	25.75	-1.30543	precise	6	0.000513299			11	3.45943	0	0.0110891	0	-0	-0.370332	0.818596
psvid_77570_sp|O43715|TRIA1_HUMAN	TRIA1_HUMAN	False	2	19.6017	1	-12.8695	2	-2.46329	precise	3	0.0042832			1	0	0	0	0	-0		
psvid_77584_sp|P07741|APT_HUMAN	APT_HUMAN	True	8	22.8086	1.41748	-13.6062	3.125	-1.2144	precise	8	0.00607729			4	2	0	0.215758	0	-0	-0.532192	0.279181
psvid_77624_sp|Q9UL15|BAG5_HUMAN	BAG5_HUMAN	False	2	19.6921	0	-16.4799	1	0.10052	precise	2	0.00281997			1	0	0	0	0	-0		
psvid_77669_sp|Q14257|RCN2_HUMAN	RCN2_HUMAN	True	8	23.3779	2.35219	-13.4878	5.5	-0.397984	precise	8	0.00621505			7	2.80735	0	0.11602	0	-0	-0.0654845	0.00387936
psvid_77675_sp|Q96DV4|RM38_HUMAN	RM38_HUMAN	False	4	20.2403	0.5	-15.6743	1.5	-0.136421	precise	5	0.0049403			2	1	0	0	0	-0		
psvid_77689_sp|O95747|OXSR1_HUMAN	OXSR1_HUMAN	False	2	18.92	0	-16.7089	1	0.334888	precise	2	0.000295371			1	0	0	0	0	-0		
psvid_77721_sp|P20290|BTF3_HUMAN	BTF3_HUMAN	True	8	25.1514	3.76083	-11.4576	14.375	-1.0203	precise	8	0.00282327			4	2	0	0	0	-0	-0.19692	0.769689
psvid_77729_sp|P61916|NPC2_HUMAN	NPC2_HUMAN	True	8	23.0066	1.79984	-12.9708	3.625	-1.46923	precise	8	0.00594221			4	2	0	0.147612	0	-0	-0.298425	0.77807
psvid_77737_sp|P62424|RL7A_HUMAN	RL7A_HUMAN	True	8	28.4907	6.11008	-9.59078	69.875	-0.65378	interval	0		-0.667234	-0.640327	27	4.75489	0	0.0125955	0	-0	-0.355941	0.328887
psvid_77778_sp|P19075|TSN8_HUMAN	TSN8_HUMAN	False	2	20.1569	0	-15.329	1	-0.817592	precise	2	0.00106766			1	0	0	0	0	-0		
psvid_77782_sp|Q99733|NP1L4_HUMAN	NP1L4_HUMAN	False	7	21.3572	1.80302	-14.2819	4.14286	-0.155863	precise	7	0.00239789			3	1.58496	1	0.160923	0.275862	0.465664		
psvid_77802_sp|Q9BUR5|MIC26_HUMAN	MIC26_HUMAN	True	8	23.5521	2.57988	-12.582	6.5	-1.07753	precise	8	0.00537045			7	2.80735	0	0.111078	0	-0	-0.00940689	0.787299
psvid_77809_sp|O76071|CIAO1_HUMAN	CIAO1_HUMAN	False	0					-0.300925	precise	2	0.00434629			0		0		0	-0		
psvid_77819_sp|O95249|GOSR1_HUMAN	GOSR1_HUMAN	True	8	23.0021	2.30356	-13.1938	5.125	-0.741688	precise	8	0.00486937			6	2.58496	0	0.0635644	0	-0	0.208775	0.55808
psvid_77830_sp|P35268|RL22_HUMAN	RL22_HUMAN	True	8	25.9877	4.24198	-10.317	19.5	-1.7067	precise	6	0.000929366			7	2.80735	0	0.0455383	0	-0	-0.410517	1.21947
psvid_77846_sp|Q9UKL6|PPCT_HUMAN	PPCT_HUMAN	False	0					-0.962841	precise	1	3.9635e-14			0		0		0	-0		
psvid_7786484_sp|Q5VST9|OBSCN_HUMAN	OBSCN_HUMAN	False	6	20.5961	0.333333	-20.1695	1.33333	4.25342	precise	6	0.00507903			2	1	0	0.0231728	0	-0		
psvid_7786497_sp|P63132|PO113_HUMAN	PO113_HUMAN	False	0					1.19741	precise	3	0.00277193			0		1		1			
psvid_77888_sp|Q14194|DPYL1_HUMAN	DPYL1_HUMAN	False	0					0.453128	precise	8	0.00359151			0		3		1			
psvid_77890_sp|Q9NRV9|HEBP1_HUMAN	HEBP1_HUMAN	True	8	24.6804	3.87269	-11.222	15	-1.14391	precise	8	0.00181187			10	3.32193	0	0.0147776	0	-0	0.316057	1.35207
psvid_77897_sp|O43237|DC1L2_HUMAN	DC1L2_HUMAN	False	2	21.5119	0.792481	-15.6756	2	0.236587	precise	2	0.000796505			2	1	0	0	0	-0		
psvid_77940_sp|A6ND91|ASPDH_HUMAN	ASPDH_HUMAN	False	6	23.0385	1.91531	-13.7733	4.5	-0.562464	precise	6	0.00381166			6	2.58496	0	0.310903	0	-0		
psvid_77947_sp|P13688|CEAM1_HUMAN	CEAM1_HUMAN	False	6	22.6593	1.79248	-14.7905	4	0.332201	precise	6	0.00249078			3	1.58496	1	0.270548	0.375	0.678072		
psvid_77968_sp|P08473|NEP_HUMAN	NEP_HUMAN	False	6	23.5404	1.13456	-15.952	2.83333	0.844597	precise	6	0.00431676			7	2.80735	0	0.436459	0	-0		
psvid_77976_sp|Q9H1E5|TMX4_HUMAN	TMX4_HUMAN	True	8	21.9064	0.82312	-15.1551	2.125	-0.259995	precise	8	0.00487471			1	0	0	0	0	-0	-0.55276	-0.852322
psvid_77988_sp|P21108|PRPS3_HUMAN	PRPS3_HUMAN	False	0					-0.395425	precise	8	0.00291345			0		6		1			
psvid_78000_sp|Q96CT7|CC124_HUMAN	CC124_HUMAN	False	6	23.3083	1.5074	-13.8362	4.16667	-0.907683	precise	6	0.00470988			7	2.80735	0	0.56225	0	-0		
psvid_78083_sp|Q9UDX3|S14L4_HUMAN	S14L4_HUMAN	False	1	19.6398	0	-16.2762	1	-0.0410497	precise	1	5.38458e-14			1	0	0	0	0	-0		
psvid_78113_sp|Q9BXW7|HDHD5_HUMAN	HDHD5_HUMAN	False	2	21.5229	0.792481	-15.4561	2	0.0170603	precise	2	0.000306642			2	1	0	0.201091	0	-0		
psvid_78123_sp|Q14444|CAPR1_HUMAN	CAPR1_HUMAN	False	6	23.6373	2.75604	-14.2569	7.5	0.762542	precise	8	0.00123726			7	2.80735	0	0.0411958	0	-0		
psvid_78150_sp|P13284|GILT_HUMAN	GILT_HUMAN	False	4	20.7873	0.5	-15.0382	1.5	-0.741132	precise	4	0.00286873			2	1	0	0	0	-0		
psvid_78155_sp|Q16762|THTR_HUMAN	THTR_HUMAN	True	8	24.9936	3.43641	-12.3095	11.125	-0.492829	precise	8	0.00440778			9	3.16993	1	0.171665	0.191011	0.305808	-0.386159	0.0319533
psvid_78187_sp|P02654|APOC1_HUMAN	APOC1_HUMAN	True	8	25.6933	3.458	-10.4591	11.25	-2.33158	precise	7	0.000561772			5	2.32193	0	0.0854934	0	-0	-0.951631	1.34354
psvid_78198_sp|Q16134|ETFD_HUMAN	ETFD_HUMAN	True	8	29.188	6.72433	-10.1543	108.75	0.562101	precise	4	0.00114308			38	5.24793	0	0.0353067	0	-0	-0.338558	-0.701756
psvid_78220_sp|Q9C0E8|LNP_HUMAN	LNP_HUMAN	True	8	25.5875	4.01642	-12.2574	16.75	0.0351705	precise	8	0.0026101			14	3.80735	0	0.0781047	0	-0	-0.30867	-0.360549
psvid_78308_sp|P00995|ISK1_HUMAN	ISK1_HUMAN	False	4	20.9992	1	-12.7838	2	-2.40482	precise	4	0.00324295			1	0	0	0	0	-0		
psvid_78317_sp|Q14894|CRYM_HUMAN	CRYM_HUMAN	False	0					-0.410606	precise	1	3.61822e-13			0		0		0	-0		
psvid_78328_sp|Q9HC07|TM165_HUMAN	TM165_HUMAN	True	8	21.5233	0.94812	-14.923	2.125	-0.367757	precise	8	0.00281176			3	1.58496	0	0.0735799	0	-0	-0.242903	-0.58269
psvid_78341_sp|Q8NFP0|PXT1_HUMAN	PXT1_HUMAN	False	0					-1.6412	precise	5	0.00193327			0		0		0	-0		
psvid_78346_sp|Q14246|AGRE1_HUMAN	AGRE1_HUMAN	False	3	21.9061	0.861654	-16.3692	2	1.08456	precise	3	0.000868863			1	0	0	0	0	-0		
psvid_78389_sp|Q9UBR1|BUP1_HUMAN	BUP1_HUMAN	True	8	23.5908	2.56088	-13.5563	6.875	-0.1219	precise	8	0.00545001			10	3.32193	0	0.129029	0	-0	-0.0665929	-0.216286
psvid_78399_sp|Q99571|P2RX4_HUMAN	P2RX4_HUMAN	False	1	19.9478	0	-16.2091	1	-0.109792	precise	2	0.00162819			1	0	0	0	0	-0		
psvid_78403_sp|Q9Y287|ITM2B_HUMAN	ITM2B_HUMAN	False	6	20.0599	0	-15.5866	1	-0.650574	precise	6	0.00322942			1	0	0	0	0	-0		
psvid_78409_sp|Q8N183|NDUF2_HUMAN	NDUF2_HUMAN	False	5	23.4843	1.35098	-13.6219	2.6	-1.30564	precise	6	0.00118782			3	1.58496	0	0	0	-0		
psvid_78413_sp|Q9UFG5|CS025_HUMAN	CS025_HUMAN	True	8	21.8227	0.875	-13.5389	2.125	-1.82469	precise	8	0.00228847			4	2	0	0.182001	0	-0	-0.459396	0.775031
psvid_78488_sp|Q9UBV2|SE1L1_HUMAN	SE1L1_HUMAN	True	8	26.058	5.17949	-11.9855	37.375	0.92597	precise	8	0.0030578			25	4.64386	0	0.0327255	0	-0	0.468363	-0.510652
psvid_78505_sp|P27797|CALR_HUMAN	CALR_HUMAN	True	8	29.9547	10.1005	-6.14129	1110.88	-0.00418936	interval	0		-0.00627807	-0.00210065	43	5.42626	0	0.00101836	0	-0	2.36059	2.76712
psvid_78517_sp|Q9Y3C8|UFC1_HUMAN	UFC1_HUMAN	False	6	21.5208	1.29248	-13.6342	2.5	-1.32284	precise	6	0.00681275			3	1.58496	0	0.0407075	0	-0		
psvid_78595_sp|Q13148|TADBP_HUMAN	TADBP_HUMAN	False	4	22.442	2.24432	-14.0019	5	-0.0140641	precise	4	0.000992735			5	2.32193	0	0.0390251	0	-0		
psvid_78602_sp|P43897|EFTS_HUMAN	EFTS_HUMAN	False	1	20.2632	0	-15.9589	1	-0.359124	precise	2	0.000733395			1	0	0	0	0	-0		
psvid_78605_sp|P27487|DPP4_HUMAN	DPP4_HUMAN	False	6	24.9137	3.67419	-13.4507	14.6667	0.873629	precise	6	0.00415456			19	4.24793	0	0.438583	0	-0		
psvid_78615_sp|P17813|EGLN_HUMAN	EGLN_HUMAN	True	8	22.5918	1.83928	-15.0542	4.25	0.654527	precise	8	0.00209235			5	2.32193	0	0.19275	0	-0	0.0472767	-1.01978
psvid_78636_sp|P51452|DUS3_HUMAN	DUS3_HUMAN	False	4	19.4384	0	-15.1255	1	-1.17734	precise	4	0.000604943			1	0	0	0	0	-0		
psvid_78639_sp|Q5T0U0|CC122_HUMAN	CC122_HUMAN	False	0					-0.614126	precise	1	5.56222e-14			0		0		0	-0		
psvid_78642_sp|O95573|ACSL3_HUMAN	ACSL3_HUMAN	True	8	27.0132	5.63604	-11.3885	51.25	0.785916	precise	8	0.00119885			33	5.04439	2	0.106061	0.0878049	0.132586	0.236254	-0.620442
psvid_78660_sp|Q9H3Y6|SRMS_HUMAN	SRMS_HUMAN	False	0					0.221904	precise	4	0.00372663			0		1		1			
psvid_78667_sp|Q9BY49|PECR_HUMAN	PECR_HUMAN	True	8	25.6907	4.63297	-11.1427	25.375	-0.463278	precise	8	0.00117053			13	3.70044	0	0.0778402	0	-0	0.22537	0.662207
psvid_78679_sp|Q8IZP0|ABI1_HUMAN	ABI1_HUMAN	False	6	21.8541	0.930827	-15.6008	2	0.28161	precise	7	0.00548662			3	1.58496	0	0.132504	0	-0		
psvid_78704_sp|Q9NVV5|AIG1_HUMAN	AIG1_HUMAN	True	8	23.0811	2.153	-13.2727	4.875	-0.812514	precise	8	0.00441256			5	2.32193	0	0.0703995	0	-0	-0.00375736	0.425366
psvid_787176_sp|P11586|C1TC_HUMAN	C1TC_HUMAN	True	8	28.1273	6.21575	-11.1845	78	1.16165	precise	8	0.00208441			52	5.70044	1	0.0502232	0.00961538	0.0139392	0.0308225	-1.06339
psvid_78735_sp|Q96I24|FUBP3_HUMAN	FUBP3_HUMAN	False	7	22.8154	1.61998	-15.0804	4.42857	0.452729	precise	7	0.00382087			8	3	2	0.434301	0.193548	0.31034		
psvid_78761_sp|P60228|EIF3E_HUMAN	EIF3E_HUMAN	True	8	25.5302	4.24074	-12.0885	19.5	0.0902863	precise	8	0.00375901			18	4.16993	0	0.101414	0	-0	-0.0380436	-0.143852
psvid_78814_sp|Q9H6K4|OPA3_HUMAN	OPA3_HUMAN	True	8	22.5926	1.49716	-13.5183	3.25	-1.22358	precise	8	0.00498803			4	2	0	0.177917	0	-0	-0.295427	0.515669
psvid_78832_sp|P56277|CMC4_HUMAN	CMC4_HUMAN	False	1	19.1541	0	-13.5618	1	-2.61937	precise	1	5.56222e-14			1	0	0	0	0	-0		
psvid_78879_sp|Q9Y5M8|SRPRB_HUMAN	SRPRB_HUMAN	True	8	27.293	5.67062	-10.0668	51.375	-0.624613	precise	4	0.000500059			25	4.64386	0	0.0167009	0	-0	0.0895941	0.534347
psvid_78900_sp|P25685|DNJB1_HUMAN	DNJB1_HUMAN	False	7	22.9385	2.26336	-13.6807	5.28571	-0.296579	precise	7	0.00506402			6	2.58496	1	0.159178	0.108108	0.165059		
psvid_78925_sp|Q14624|ITIH4_HUMAN	ITIH4_HUMAN	True	8	26.9712	5.63808	-11.7547	50.375	1.15381	precise	8	0.00265275			35	5.12928	0	0.069806	0	-0	0.265789	-0.961241
psvid_78968_sp|P08709|FA7_HUMAN	FA7_HUMAN	True	8	23.1176	2.15956	-14.2366	4.75	0.157373	precise	8	0.000825974			6	2.58496	0	0.198541	0	-0	-0.0271864	-0.563961
psvid_79003_sp|P51970|NDUA8_HUMAN	NDUA8_HUMAN	True	8	23.3688	1.59808	-13.3599	3.5	-1.28064	precise	8	0.00122931			4	2	0	0.0545326	0	-0	-0.811177	0.137812
psvid_79004_sp|O43181|NDUS4_HUMAN	NDUS4_HUMAN	True	8	24.5037	3.54331	-11.4403	11.875	-1.25506	precise	8	0.00244847			8	3	0	0	0	-0	0.141498	1.25389
psvid_79006_sp|P30044|PRDX5_HUMAN	PRDX5_HUMAN	True	8	24.5347	3.25575	-12.0181	9.75	-0.964767	precise	8	0.00430052			9	3.16993	0	0.235803	0	-0	-0.173019	0.656165
psvid_79043_sp|P68363|TBA1B_HUMAN	TBA1B_HUMAN	False	0					0.132162	interval	0		-0.067264	0.331588	0		39		1			
psvid_79044_sp|Q9BQE3|TBA1C_HUMAN	TBA1C_HUMAN	True	8	23.3021	7.20195	-8.96578	147.75	-0.0333067	interval	0		-0.215338	0.148724	4	2	33	0	0.926396	3.76407	4.85368	4.5767
psvid_79079_sp|P08758|ANXA5_HUMAN	ANXA5_HUMAN	False	0					-0.384799	precise	8	0.00109047			0		22		1			
psvid_79087_sp|P30153|2AAA_HUMAN	2AAA_HUMAN	True	8	23.7419	2.62171	-14.112	7.125	0.495203	precise	8	0.00518488			9	3.16993	2	0.114864	0.122807	0.189034	-0.152162	-0.885548
psvid_79089_sp|P30154|2AAB_HUMAN	2AAB_HUMAN	False	0					0.524642	precise	5	0.00396156			0		2		0.777778	2.16993		
psvid_79092_sp|Q9H0C2|ADT4_HUMAN	ADT4_HUMAN	False	0					-0.40744	precise	8	0.0040157			0		4		1			
psvid_790_sp|P0DN26|PAL4F_HUMAN	PAL4F_HUMAN	False	0					-1.34891	precise	8	0.00544676			0		1		1			
psvid_79104_sp|P26583|HMGB2_HUMAN	HMGB2_HUMAN	False	5	20.0897	1.23399	-13.9946	2.6	-1.00029	precise	8	0.00179197			2	1	1	0.2	0.625	1.41504		
psvid_79108_sp|P04844|RPN2_HUMAN	RPN2_HUMAN	True	8	28.2881	6.19014	-10.6431	74	0.59448	precise	8	0.000544348			32	5	0	0.0328201	0	-0	-0.118164	-0.610414
psvid_79126_sp|P30047|GFRP_HUMAN	GFRP_HUMAN	False	6	21.6203	1.45915	-12.4768	2.83333	-2.31499	precise	6	0.00312813			2	1	0	0.0589856	0	-0		
psvid_79163_sp|Q9NNW7|TRXR2_HUMAN	TRXR2_HUMAN	False	5	20.0947	1.11699	-15.497	2.2	0.326436	precise	5	0.00169413			2	1	1	0	0.0909091	0.137504		
psvid_79206_sp|Q13131|AAPK1_HUMAN	AAPK1_HUMAN	True	8	23.7127	3.11206	-13.547	10	0.42014	precise	8	0.00377708			10	3.32193	3	0.169672	0.325	0.567041	0.365606	-0.299179
psvid_79219_sp|P05155|IC1_HUMAN	IC1_HUMAN	True	8	26.898	5.202	-11.2965	37.125	0.259952	precise	8	0.00176448			23	4.52356	0	0.0182696	0	-0	-0.122698	-0.459324
psvid_79221_sp|Q9Y2R0|COA3_HUMAN	COA3_HUMAN	True	8	24.172	1.56148	-12.6982	3.875	-1.97942	precise	8	0.00357831			5	2.32193	0	0.345939	0	-0	-1.57624	0.227569
psvid_79246_sp|Q86W74|ANR46_HUMAN	ANR46_HUMAN	False	1	19.791	0	-15.3526	1	-0.872304	precise	1	5.38458e-14			1	0	0	0	0	-0		
psvid_79268_sp|P15153|RAC2_HUMAN	RAC2_HUMAN	True	8	22.2002	2.74288	-12.3748	6.875	-1.12098	precise	8	0.00371004			4	2	4	0.294383	0.763636	2.08092	1.20972	1.86082
psvid_79269_sp|P60763|RAC3_HUMAN	RAC3_HUMAN	False	0					-1.12164	precise	8	0.0046114			0		3		1			
psvid_79270_sp|P84095|RHOG_HUMAN	RHOG_HUMAN	True	8	24.1496	3.46176	-11.648	11.375	-1.12914	precise	8	0.00237105			9	3.16993	0	0.0727723	0	-0	0.341744	1.29449
psvid_79305_sp|Q86UE4|LYRIC_HUMAN	LYRIC_HUMAN	True	8	25.8556	4.49593	-12.2211	23.125	0.47851	precise	8	0.00375883			14	3.80735	0	0.0289998	0	-0	-0.04635	-0.566375
psvid_79320_sp|Q8NHH9|ATLA2_HUMAN	ATLA2_HUMAN	True	8	25.0285	4.50371	-12.2166	23.125	0.481588	precise	8	0.00389063			15	3.90689	2	0.0807119	0.189189	0.302563	0.651689	0.0996219
psvid_79401_sp|Q99714|HCD2_HUMAN	HCD2_HUMAN	True	8	24.282	3.6615	-11.8987	13.875	-0.678746	precise	8	0.00263726			12	3.58496	0	0.133665	0	-0	0.43817	0.943636
psvid_79444_sp|Q9P0L0|VAPA_HUMAN	VAPA_HUMAN	True	8	26.6576	5.43518	-10.1418	44	-0.746754	precise	5	0.000653711			18	4.16993	1	0.0625773	0.0681818	0.10188	0.27269	0.851701
psvid_79480_sp|P0CG08|GPHRB_HUMAN	GPHRB_HUMAN	True	8	24.1387	2.75452	-13.6071	7.125	0.122957	precise	8	0.00128406			6	2.58496	0	0.124596	0	-0	-0.356837	-0.656399
psvid_79490_sp|P84090|ERH_HUMAN	ERH_HUMAN	False	4	20.8403	0.5	-13.6685	1.5	-2.00628	precise	5	0.0018435			1	0	0	0	0	-0		
psvid_79495_sp|Q8N766|EMC1_HUMAN	EMC1_HUMAN	True	8	24.8121	3.68127	-13.807	13.875	1.24908	precise	8	0.0047862			20	4.32193	0	0.270151	0	-0	0.0111503	-1.33109
psvid_79575_sp|P55056|APOC4_HUMAN	APOC4_HUMAN	False	6	23.3736	2.31782	-12.2057	5.5	-1.71777	precise	6	0.00213729			6	2.58496	0	0.150706	0	-0		
psvid_79584_sp|Q96F85|CNRP1_HUMAN	CNRP1_HUMAN	False	3	22.0586	0.333333	-14.5555	1.33333	-1.34865	precise	3	0.00104267			1	0	0	0	0	-0		
psvid_79624_sp|Q9NZD8|SPG21_HUMAN	SPG21_HUMAN	False	2	19.9389	0	-15.8561	1	-0.437564	precise	2	0.00158225			1	0	0	0	0	-0		
psvid_79627_sp|P12429|ANXA3_HUMAN	ANXA3_HUMAN	False	0					-0.372552	precise	4	0.00458916			0		0		0	-0		
psvid_79632_sp|O75494|SRS10_HUMAN	SRS10_HUMAN	False	6	24.1549	2.6986	-12.8779	7.16667	-0.673401	precise	8	0.00341807			4	2	2	0.278706	0.282609	0.479168		
psvid_79696_sp|P18031|PTN1_HUMAN	PTN1_HUMAN	False	4	21.4594	1	-15.3128	2.25	0.0570197	precise	5	0.00343252			6	2.58496	0	0.076468	0	-0		
psvid_79723_sp|O00764|PDXK_HUMAN	PDXK_HUMAN	False	5	20.0322	0.2	-15.6166	1.2	-0.419697	precise	5	0.00487353			2	1	0	0.121819	0	-0		
psvid_79729_sp|P63162|RSMN_HUMAN	RSMN_HUMAN	False	0					-0.800088	precise	8	0.00556624			0		6		1			
psvid_79765_sp|P09382|LEG1_HUMAN	LEG1_HUMAN	True	8	24.8223	3.40038	-11.2086	12	-1.62941	precise	8	0.00380899			10	3.32193	0	0.0910604	0	-0	-0.278356	1.25967
psvid_79827_sp|P17213|BPI_HUMAN	BPI_HUMAN	False	6	22.7969	1.82521	-14.6466	5	0.22101	precise	6	0.00396718			8	3	0	0.313624	0	-0		
psvid_79841_sp|P28074|PSB5_HUMAN	PSB5_HUMAN	False	6	21.5333	0.959148	-14.6246	2.16667	-0.666763	precise	6	0.00186902			3	1.58496	0	0.317827	0	-0		
psvid_79845_sp|P07858|CATB_HUMAN	CATB_HUMAN	True	8	25.6194	4.35184	-11.585	20.75	-0.301816	precise	8	0.00204359			13	3.70044	0	0.0539832	0	-0	0.00130246	0.284382
psvid_79904_sp|P49773|HINT1_HUMAN	HINT1_HUMAN	True	8	24.2601	3.22063	-11.2884	9.875	-1.72965	precise	8	0.00181903			6	2.58496	0	0.152609	0	-0	0.0143173	1.57072
psvid_79932_sp|Q7Z4T8|GLTL5_HUMAN	GLTL5_HUMAN	False	2	21.0131	0	-16.4018	1	0.0898524	precise	2	0.000887806			1	0	0	0	0	-0		
psvid_79974_sp|Q9UHG3|PCYOX_HUMAN	PCYOX_HUMAN	True	8	27.9293	6.14202	-10.3701	71.25	0.273318	precise	8	0.000530741			26	4.70044	0	0.00482004	0	-0	0.107812	-0.141332
psvid_79989_sp|Q9H8M9|EVA1A_HUMAN	EVA1A_HUMAN	False	6	22.6355	1.41531	-13.3659	3	-1.45906	precise	6	0.00422802			2	1	0	0	0	-0		
psvid_80000_sp|P24723|KPCL_HUMAN	KPCL_HUMAN	False	7	25.0327	1.16713	-15.7821	2.42857	0.70849	precise	8	0.00291726			2	1	0	0.276917	0	-0		
psvid_80024_sp|Q96MF6|CQ10A_HUMAN	CQ10A_HUMAN	False	0					-0.757257	precise	1	5.38458e-14			0		1		1			
psvid_80050_sp|P51149|RAB7A_HUMAN	RAB7A_HUMAN	True	8	27.2602	5.17652	-10.1343	37	-1.01377	precise	5	0.00109238			19	4.24793	0	0.0511815	0	-0	-0.382975	0.486979
psvid_80064_sp|O60551|NMT2_HUMAN	NMT2_HUMAN	False	6	22.1114	2.4807	-14.0234	5.83333	0.253356	precise	8	0.00116009			4	2	3	0.349031	0.560976	1.18763		
psvid_80081_sp|Q13126|MTAP_HUMAN	MTAP_HUMAN	False	1	19.2298	0	-15.8785	1	-0.563094	precise	1	3.9635e-14			1	0	0	0	0	-0		
psvid_80084_sp|Q6UW63|PLGT2_HUMAN	PLGT2_HUMAN	False	6	20.158	0.666667	-15.8488	1.66667	0.264428	precise	6	0.00303736			2	1	0	0.208657	0	-0		
psvid_80086_sp|Q9H7Z7|PGES2_HUMAN	PGES2_HUMAN	True	8	24.0533	2.38176	-13.7087	6.125	-0.147651	precise	8	0.00623119			10	3.32193	0	0.293674	0	-0	-0.661444	-0.695129
psvid_80091_sp|O94874|UFL1_HUMAN	UFL1_HUMAN	True	8	26.2351	5.08105	-12.0839	34.25	0.925249	precise	8	0.00416754			32	5	0	0.174966	0	-0	0.224965	-0.761591
psvid_80100_sp|Q96HA9|PX11C_HUMAN	PX11C_HUMAN	True	8	23.5834	2.02576	-13.4185	4.375	-0.794055	precise	8	0.00508715			5	2.32193	0	0	0	-0	-0.594335	-0.0728704
psvid_80111_sp|Q8IXB1|DJC10_HUMAN	DJC10_HUMAN	True	8	23.4245	2.52576	-14.6362	6.625	0.92338	precise	8	0.00334086			10	3.32193	0	0.10769	0	-0	0.0634713	-1.17592
psvid_80142_sp|O43583|DENR_HUMAN	DENR_HUMAN	False	4	21.2736	0	-15.2355	1	-1.0768	precise	5	0.00316374			2	1	0	0.5	0	-0		
