protein_id	entry	sample_id	batch	condition	has_lfq	has_psm	in_common	complete8	lfq	psm	log2_psm	log2_psm_runnorm	nsaf	log2_nsaf	nsaf_precise	log2_length_rel	psm_bin	resid_log2_psm	resid_log2_nsaf	resid_lfq_given_psm	lfq_decile	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	shared_psm_frac_run	fit_log2_psm_given_lfq	fit_log2_nsaf_given_lfq
psvid_67781_sp|Q53HC9|EIPR1_HUMAN	EIPR1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	24.0132	1	0	0.053032	1.41e-05	-16.1139	True	-0.109576	1	-3.05025	-3.04999	3.1252	6	1	0	0	0	3.05025	-13.064
psvid_67794_sp|Q7L2H7|EIF3M_HUMAN	EIF3M_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.0389	6	2.58496	2.63799	8.75e-05	-13.4804	True	-0.15895	4-7	-0.488939	-0.438654	0.713708	6	3	0	0	0	3.0739	-13.0417
psvid_67812_sp|Q04760|LGUL_HUMAN	LGUL_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.1137	1	0	0.053032	2.96e-05	-15.044	True	-1.18273	1	-2.18079	-1.15259	2.22573	5	1	1	0.360609	0	2.18079	-13.8915
psvid_67826_sp|Q96TC7|RMD3_HUMAN	RMD3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.9771	17	4.08746	4.14049	0.000197	-12.3095	True	0.171071	16-31	0.222939	0.00128331	-0.0550745	8	9	0	0	0	3.86452	-12.3108
psvid_67941_sp|O43175|SERA_HUMAN	SERA_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.8883	20	4.32193	4.37496	0.000205	-12.2521	True	0.351956	16-31	-0.278087	-0.664456	0.566178	9	12	0	0	0	4.60001	-11.5876
psvid_67945_sp|P46952|3HAO_HUMAN	3HAO_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.5519	5	2.32193	2.37496	9.54e-05	-13.3557	True	-0.545731	4-7	-0.284997	0.125551	0.49853	5	4	0	0	0	2.60693	-13.4812
psvid_67990_sp|P80723|BASP1_HUMAN	BASP1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.7265	24	4.58496	4.63799	0.000577	-10.7591	True	-0.880883	16-31	0.925512	1.74258	-0.935776	7	8	0	0	0	3.65945	-12.5017
psvid_68001_sp|O15438|MRP3_HUMAN	MRP3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	False	False	False	22.7282						False	1.87074						0	2	1			
psvid_68049_sp|Q6ZWL3|CP4V2_HUMAN	CP4V2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.2349	28	4.80735	4.86039	0.000291	-11.7467	True	0.329519	16-31	-0.0504634	-0.424282	0.279327	9	15	0	0	0	4.85782	-11.3224
psvid_68088_sp|P63244|RACK1_HUMAN	RACK1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	29.3587	186	7.53916	7.59219	0.003	-8.38082	False	-0.397873	>=32	0.340542	0.917358	0.293599	10	26	0	0	0	7.19862	-9.29818
psvid_6810_sp|P09429|HMGB1_HUMAN	HMGB1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.4874	14	3.80735	3.86039	0.000355	-11.4599	True	-0.95986	8-15	1.26443	2.08238	-1.21322	5	4	0	0	0.5	2.54292	-13.5423
psvid_68139_sp|O14579|COPE_HUMAN	COPE_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.3748	4	2	2.05303	7.08e-05	-13.7859	True	-0.43845	4-7	-0.431669	-0.136793	0.61756	5	4	0	0	0	2.43167	-13.6491
psvid_68246_sp|P48651|PTSS1_HUMAN	PTSS1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.4586	7	2.80735	2.86039	8.07e-05	-13.5971	True	0.179104	4-7	0.292987	-0.027475	-0.0998374	5	4	0	0	0	2.51437	-13.5696
psvid_68267_sp|P57772|SELB_HUMAN	SELB_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.5025	13	3.70044	3.75347	0.000119	-13.0368	True	0.512529	8-15	0.22491	-0.365074	-0.0756614	7	9	1	0.095792	0	3.47553	-12.6717
psvid_68276_sp|P14866|HNRPL_HUMAN	HNRPL_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.1251	3	1.58496	1.63799	2.78e-05	-15.1346	True	0.493794	2-3	-1.5669	-2.16577	1.74665	6	2	0	0	0	3.15186	-12.9688
psvid_68313_sp|P07900|HS90A_HUMAN	HS90A_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.5872	76	6.24793	6.30096	0.000566	-10.7869	True	0.80964	>=32	1.14275	0.288271	-1.09849	9	15	0	0	0.526316	5.10518	-11.0752
psvid_68314_sp|Q14568|HS902_HUMAN	HS902_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		7	2.80735	2.86039	0.000111	-13.1372	True	-0.285334	4-7					0	0		1		
psvid_68339_sp|O95758|PTBP3_HUMAN	PTBP3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	9.88e-06	-16.6271	True	0.402339	1					0	0		1		
psvid_68385_sp|Q00688|FKBP3_HUMAN	FKBP3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.746	18	4.16993	4.22296	0.000438	-11.1568	True	-0.899026	16-31	-0.318555	0.544245	0.618218	8	6	2	0.178976	0	4.48848	-11.701
psvid_68390_sp|O00567|NOP56_HUMAN	NOP56_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	1.84e-05	-15.7299	True	0.507822	2-3					0	0		0		
psvid_68413_sp|P00846|ATP6_HUMAN	ATP6_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.3493	5	2.32193	2.37496	0.000121	-13.0127	True	-0.886671	4-7	-0.0846743	0.660606	0.295905	5	2	0	0	0	2.4066	-13.6733
psvid_68452_sp|Q9Y3E5|PTH2_HUMAN	PTH2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.6687	28	4.80735	4.86039	0.000853	-10.1952	True	-1.22271	16-31	0.380427	1.56809	-0.286878	8	9	0	0	0	4.42693	-11.7633
psvid_68491_sp|O00757|F16P2_HUMAN	F16P2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		4	2	2.05303	6.44e-05	-13.9226	True	-0.301985	4-7					0	0		1		
psvid_68503_sp|P00736|C1R_HUMAN	C1R_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.5205	25	4.64386	4.69689	0.000193	-12.3391	True	0.755792	16-31	0.336485	-0.456653	-0.219369	8	10	3	0.189941	0.2	4.30737	-11.8825
psvid_68514_sp|O95873|CF047_HUMAN	CF047_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	22.167	3	1.58496	1.63799	5.57e-05	-14.132	True	-0.50757	2-3	0.195002	0.551687	-0.211493	3	2	0	0	0	1.38996	-14.6837
psvid_68541_sp|P68036|UB2L3_HUMAN	UB2L3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	7.08e-05	-13.7859	True	-1.43965	2-3					0	0		0.5		
psvid_68578_sp|Q16795|NDUA9_HUMAN	NDUA9_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.3375	30	4.90689	4.95992	0.000434	-11.17	True	-0.147461	16-31	-0.0239467	0.0779846	0.252464	9	15	0	0	0	4.93084	-11.248
psvid_68634_sp|Q9UMX3|BOK_HUMAN	BOK_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	24.209	7	2.80735	2.86039	0.00018	-12.4397	True	-0.978752	4-7	-0.418966	0.460075	0.650561	7	6	1	0.15269	0	3.22632	-12.8998
psvid_68640_sp|O43638|FOXS1_HUMAN	FOXS1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	3.31e-05	-14.8828	True	-0.339868	2-3					0	0		0		
psvid_68699_sp|P39656|OST48_HUMAN	OST48_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	27.0593	43	5.42626	5.4793	0.000514	-10.9259	True	0.12573	>=32	-0.00205098	-0.154632	0.325554	10	15	0	0	0	5.42832	-10.7713
psvid_68738_sp|Q9NRA0|SPHK2_HUMAN	SPHK2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	21.2134	1	0	0.053032	8.34e-06	-16.8715	True	0.646633	1	-0.812446	-1.64909	0.325445	2	1	0	0	0	0.812446	-15.2224
psvid_68747_sp|P09525|ANXA4_HUMAN	ANXA4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.3609	33	5.04439	5.09743	0.000564	-10.792	True	-0.389054	>=32	0.0970874	0.439418	0.101542	9	19	0	0	0	4.94731	-11.2314
psvid_68755_sp|Q13162|PRDX4_HUMAN	PRDX4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.9366	48	5.58496	5.63799	0.000966	-10.0157	True	-0.624282	>=32	0.240657	0.833341	0.0132379	9	11	1	0.0100023	0.145833	5.34431	-10.849
psvid_68768_sp|Q4G0S7|CC152_HUMAN	CC152_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	False	False	False	19.4205						False	-0.7188						0	1	1			
psvid_68778_sp|P30101|PDIA3_HUMAN	PDIA3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	30.5942	307	8.26209	8.31513	0.003	-8.38082	False	0.267338	>=32	0.0503011	0.0854067	0.842522	10	49	2	0.00557091	0.00651466	8.21179	-8.46623
psvid_68804_sp|Q96BI1|S67A1_HUMAN	S67A1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.8929	7	2.80735	2.86039	9.01e-05	-13.4381	True	0.0211114	4-7	-0.131349	-0.269256	0.334502	6	2	0	0	0	2.9387	-13.1689
psvid_68821_sp|Q9UGP8|SEC63_HUMAN	SEC63_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.8853	59	5.88264	5.93568	0.000424	-11.2036	True	0.863612	>=32	0.573354	-0.322044	-0.38864	9	24	0	0	0	5.30929	-10.8816
psvid_68828_sp|Q96AC1|FERM2_HUMAN	FERM2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.2444	3	1.58496	1.63799	2.41e-05	-15.3406	True	0.701925	2-3	-0.719658	-1.56859	0.865951	5	3	1	0.313073	0	2.30462	-13.772
psvid_68869_sp|P14207|FOLR2_HUMAN	FOLR2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	23.3374	7	2.80735	2.86039	0.00015	-12.7027	True	-0.712427	4-7	0.41243	0.981841	-0.221073	5	4	0	0	0.285714	2.39492	-13.6846
psvid_68886_sp|P33121|ACSL1_HUMAN	ACSL1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	31.6537	663	9.37287	9.4259	0.005	-7.64386	False	0.704018	>=32	0.277814	0.101933	0.858612	10	51	0	0	0.0165913	9.09505	-7.74579
psvid_68906_sp|P26368|U2AF2_HUMAN	U2AF2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.4047	6	2.58496	2.63799	6.89e-05	-13.8251	True	0.185087	4-7	-0.808946	-1.07882	1.07951	7	4	0	0	0	3.39391	-12.7463
psvid_68918_sp|P13693|TCTP_HUMAN	TCTP_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.393	2	1	1.05303	6.34e-05	-13.9452	True	-1.28035	2-3	-0.560507	0.569088	0.554974	4	1	0	0	0.5	1.56051	-14.5142
psvid_68932_sp|Q00610|CLH1_HUMAN	CLH1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	28.3132	181	7.49985	7.55288	0.00059	-10.727	True	2.00332	>=32	1.15546	-0.725401	-0.712944	10	60	2	0.00736591	0.19337	6.34439	-10.0016
psvid_68995_sp|O95299|NDUAA_HUMAN	NDUAA_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.6693	33	5.04439	5.09743	0.000507	-10.9457	True	-0.235663	>=32	-0.117416	0.0748734	0.410007	9	15	1	0.0369563	0	5.16181	-11.0206
psvid_69069_sp|P15291|B4GT1_HUMAN	B4GT1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	1.37e-05	-16.1555	True	-0.0696658	1					0	0		1		
psvid_69118_sp|Q8IUA7|ABCA9_HUMAN	ABCA9_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	3.36e-06	-18.1831	True	1.95895	1					0	0		1		
psvid_69158_sp|Q9BSJ8|ESYT1_HUMAN	ESYT1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	28.2365	91	6.50779	6.56083	0.00045	-11.1178	True	1.40068	>=32	0.223677	-1.06727	0.265373	10	31	0	0	0	6.28412	-10.0505
psvid_69182_sp|P35613|BASI_HUMAN	BASI_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.1885	17	4.08746	4.14049	0.000241	-12.0187	True	-0.118128	16-31	0.0499443	0.127432	0.156334	8	9	0	0	0	4.03752	-12.1461
psvid_69186_sp|O60220|TIM8A_HUMAN	TIM8A_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.4433	10	3.32193	3.37496	0.000562	-10.7971	True	-2.10669	8-15	-0.922743	1.14706	1.29629	8	5	0	0	0	4.24467	-11.9442
psvid_69219_sp|Q9Y6L6|SO1B1_HUMAN	SO1B1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.0713	7	2.80735	2.86039	5.53e-05	-14.1424	True	0.726497	4-7	0.665902	-0.213118	-0.48714	5	3	0	0	0.285714	2.14145	-13.9292
psvid_69235_sp|O43678|NDUA2_HUMAN	NDUA2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.9866	8	3	3.05303	0.000441	-11.1469	True	-2.07828	8-15	-0.0259128	1.93993	0.204128	6	5	0	0	0	3.02591	-13.0869
psvid_69241_sp|Q9BWD1|THIC_HUMAN	THIC_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.6358	9	3.16993	3.22296	0.000124	-12.9774	True	-0.076141	8-15	0.47987	0.425136	-0.340548	6	6	1	0.0680082	0	2.69006	-13.4025
psvid_69242_sp|P61009|SPCS3_HUMAN	SPCS3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.7144	10	3.32193	3.37496	0.000303	-11.6884	True	-1.21453	8-15	-0.327597	0.822538	0.567353	7	4	0	0	0	3.64953	-12.5109
psvid_69278_sp|Q9NUP9|LIN7C_HUMAN	LIN7C_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	19.0392	1	0	0.053032	2.77e-05	-15.1398	True	-1.08518	1	-0.164583	0.924801	-1.84878	1	1	0	0	0	0.164583	-16.0646
psvid_69353_sp|Q99879|H2B1M_HUMAN	H2B1M_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		17	4.08746	4.14049	0.000736	-10.408	True	-1.72922	16-31					0	0		1		
psvid_69354_sp|P23527|H2B1O_HUMAN	H2B1O_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		13	3.70044	3.75347	0.000563	-10.7946	True	-1.72985	8-15					0	0		1		
psvid_69355_sp|Q8N257|H2B3B_HUMAN	H2B3B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		12	3.58496	3.63799	0.00052	-10.9092	True	-1.72914	8-15					0	0		1		
psvid_69356_sp|Q99880|H2B1L_HUMAN	H2B1L_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		17	4.08746	4.14049	0.000736	-10.408	True	-1.72922	16-31					0	0		1		
psvid_69358_sp|Q93079|H2B1H_HUMAN	H2B1H_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		17	4.08746	4.14049	0.000736	-10.408	True	-1.72922	16-31					0	0		1		
psvid_69359_sp|P57053|H2BFS_HUMAN	H2BFS_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		17	4.08746	4.14049	0.000736	-10.408	True	-1.72922	16-31					0	0		1		
psvid_69389_sp|Q16718|NDUA5_HUMAN	NDUA5_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.6179	9	3.16993	3.22296	0.000423	-11.2071	True	-1.84828	8-15	-1.21621	0.597106	1.64155	8	5	1	0.02372	0	4.38613	-11.8042
psvid_69415_sp|Q8NBS9|TXND5_HUMAN	TXND5_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	28.8426	89	6.47573	6.52877	0.001	-9.96578	False	0.0378648	>=32	-0.298677	-0.316775	0.906386	10	25	0	0	0	6.77441	-9.64901
psvid_69463_sp|Q92604|LGAT1_HUMAN	LGAT1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.3778	13	3.70044	3.75347	0.000192	-12.3466	True	-0.175704	8-15	-0.490954	-0.350234	0.799607	8	9	0	0	0	4.19139	-11.9964
psvid_69469_sp|P63096|GNAI1_HUMAN	GNAI1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	21.388	13	3.70044	3.75347	0.0002	-12.2877	True	-0.239607	8-15	2.79703	2.85372	-3.19013	2	2	0	0	0.846154	0.903406	-15.1414
psvid_69470_sp|Q14764|MVP_HUMAN	MVP_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	27.2185	51	5.67243	5.72546	0.000312	-11.6462	True	1.09466	>=32	0.134085	-0.974906	0.191657	10	23	1	0.0193769	0	5.53834	-10.6713
psvid_69506_sp|Q14554|PDIA5_HUMAN	PDIA5_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.8891	58	5.85798	5.91101	0.00061	-10.6789	True	0.312403	>=32	0.546118	0.200295	-0.356508	9	27	2	0.0989742	0	5.31186	-10.8792
psvid_69529_sp|Q8N2K0|ABD12_HUMAN	ABD12_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	23.2813	1	0	0.053032	1.37e-05	-16.1555	True	-0.0704467	1	-2.34029	-2.41802	2.39337	5	1	0	0	0	2.34029	-13.7374
psvid_69585_sp|Q9BTZ2|DHRS4_HUMAN	DHRS4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	21.365	4	2	2.05303	7.85e-05	-13.6369	True	-0.58744	4-7	1.10912	1.51553	-1.39227	2	3	0	0	0.25	0.890882	-15.1525
psvid_69598_sp|P00966|ASSY_HUMAN	ASSY_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.9931	48	5.58496	5.63799	0.000636	-10.6187	True	-0.020076	>=32	0.202049	0.194541	0.0697355	9	20	0	0	0	5.38291	-10.8132
psvid_69644_sp|Q9H2V7|SPNS1_HUMAN	SPNS1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	21.696	3	1.58496	1.63799	3.1e-05	-14.9774	True	0.336772	2-3	0.503215	0.00181539	-0.682524	3	1	0	0	0	1.08175	-14.9792
psvid_69680_sp|Q5ZPR3|CD276_HUMAN	CD276_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	20.4159	1	0	0.053032	1.02e-05	-16.5811	True	0.352068	1	-0.49284	-1.01927	-0.47208	1	1	0	0	0	0.49284	-15.5618
psvid_69696_sp|Q14258|TRI25_HUMAN	TRI25_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.186	1	0	0.053032	8.66e-06	-16.8172	True	0.592686	1	-4.03546	-4.66909	4.29802	8	1	0	0	0	4.03546	-12.1481
psvid_69739_sp|Q6P4A7|SFXN4_HUMAN	SFXN4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	20.3371	1	0	0.053032	1.62e-05	-15.9136	True	-0.310442	1	-0.468978	-0.321412	-0.55087	1	1	0	0	0	0.468978	-15.5922
psvid_69764_sp|Q9H5J4|ELOV6_HUMAN	ELOV6_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	2.06e-05	-15.567	True	-0.656741	1					0	0		0		
psvid_69793_sp|P52566|GDIR2_HUMAN	GDIR2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	22.8297	3	1.58496	1.63799	8.14e-05	-13.5846	True	-1.05536	2-3	-0.339177	0.556319	0.451261	4	3	0	0	0	1.92414	-14.1409
psvid_6979_sp|P63208|SKP1_HUMAN	SKP1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	21.8926	2	1	1.05303	6.69e-05	-13.8676	True	-1.35722	2-3	-0.204001	0.994805	0.0545394	3	1	0	0	0	1.204	-14.8624
psvid_69811_sp|Q00325|S25A3_HUMAN	S25A3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	27.8002	63	5.97728	6.03031	0.000949	-10.0413	True	-0.207438	>=32	0.0225163	0.276587	0.41811	10	20	0	0	0	5.95476	-10.3179
psvid_69822_sp|Q9BXJ8|TACAN_HUMAN	TACAN_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.2376	15	3.90689	3.95992	0.000239	-12.0307	True	-0.284237	8-15	-0.952927	-0.710347	1.42233	9	5	0	0	0	4.85982	-11.3204
psvid_69836_sp|P16989|YBOX3_HUMAN	YBOX3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		13	3.70044	3.75347	0.000191	-12.3541	True	-0.168107	8-15					0	0		1		
psvid_69850_sp|Q15417|CNN3_HUMAN	CNN3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	19.2203	1	0	0.053032	1.66e-05	-15.8785	True	-0.345977	1	-0.201799	0.119183	-1.66768	1	1	0	0	0	0.201799	-15.9976
psvid_69914_sp|Q9H3N1|TMX1_HUMAN	TMX1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.1159	18	4.16993	4.22296	0.000351	-11.4762	True	-0.576428	16-31	0.19169	0.726886	-0.0119066	8	7	0	0	0	3.97823	-12.2031
psvid_69945_sp|Q8NBK3|SUMF1_HUMAN	SUMF1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	1.46e-05	-16.0637	True	-0.160421	1					0	0		0		
psvid_70007_sp|P57735|RAB25_HUMAN	RAB25_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	5.12e-05	-14.2535	True	-0.971437	2-3					0	0		1		
psvid_70039_sp|Q7Z3Q1|S46A3_HUMAN	S46A3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	21.548	2	1	1.05303	2.37e-05	-15.3648	True	0.141637	2-3	0.00652722	-0.303641	-0.290076	2	1	0	0	0	0.993473	-15.0611
psvid_70059_sp|P16520|GBB3_HUMAN	GBB3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		4	2	2.05303	6.42e-05	-13.9271	True	-0.297173	4-7					0	0		1		
psvid_70086_sp|Q9HA82|CERS4_HUMAN	CERS4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.66	9	3.16993	3.22296	0.000125	-12.9658	True	-0.0845961	8-15	-0.43515	-0.413624	0.683617	7	5	0	0	0	3.60507	-12.5522
psvid_70096_sp|Q9HAV0|GBB4_HUMAN	GBB4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	20.6977	19	4.24793	4.30096	0.000305	-11.6789	True	-0.296556	16-31	3.66011	3.76925	-4.5306	2	1	0	0	0.894737	0.58782	-15.4482
psvid_70171_sp|O00400|ACATN_HUMAN	ACATN_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.1869	14	3.80735	3.86039	0.000139	-12.8126	True	0.395099	8-15	0.600602	0.105275	-0.513745	7	7	0	0	0	3.20675	-12.9179
psvid_70174_sp|Q96CN7|ISOC1_HUMAN	ISOC1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.3316	4	2	2.05303	7.32e-05	-13.7378	True	-0.487459	4-7	0.487322	0.825175	-0.425671	3	3	0	0	0	1.51268	-14.563
psvid_70176_sp|O96000|NDUBA_HUMAN	NDUBA_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.6445	7	2.80735	2.86039	0.000222	-12.1372	True	-1.27973	4-7	0.108778	1.25734	0.0860729	6	4	1	0.238947	0	2.69858	-13.3945
psvid_70182_sp|P55789|ALR_HUMAN	ALR_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	21.61	2	1	1.05303	5.32e-05	-14.1982	True	-1.02692	2-3	-0.0299516	0.829475	-0.228114	2	1	0	0	0	1.02995	-15.0277
psvid_70183_sp|P30043|BLVRB_HUMAN	BLVRB_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.8082	15	3.90689	3.95992	0.000397	-11.2986	True	-1.02029	8-15	1.04879	1.946	-1.00708	6	5	0	0	0	2.8581	-13.2446
psvid_70197_sp|Q16658|FSCN1_HUMAN	FSCN1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.4945	3	1.58496	1.63799	3.32e-05	-14.8785	True	0.23825	2-3	-0.965015	-1.34291	1.11604	5	2	1	0.325592	0	2.54998	-13.5355
psvid_70244_sp|Q6P179|ERAP2_HUMAN	ERAP2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	24.2913	10	3.32193	3.37496	5.68e-05	-14.1037	True	1.19816	8-15	0.0243079	-1.26942	0.144311	7	8	0	0	0	3.29762	-12.8343
psvid_70349_sp|Q9UH99|SUN2_HUMAN	SUN2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.1644	2	1	1.05303	1.52e-05	-16.0056	True	0.779739	2-3	-1.2283	-2.15984	1.32632	5	2	0	0	0	2.2283	-13.8457
psvid_70358_sp|P78371|TCPB_HUMAN	TCPB_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.2184	11	3.45943	3.51246	0.000112	-13.1242	True	0.356073	8-15	-0.602411	-1.00171	0.913205	8	6	0	0	0	4.06184	-12.1225
psvid_70365_sp|P10253|LYAG_HUMAN	LYAG_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.3326	3	1.58496	1.63799	1.72e-05	-15.8272	True	1.18864	2-3	-0.805245	-2.13808	0.954073	5	1	1	0.51827	0	2.39021	-13.6891
psvid_70388_sp|P07711|CATL1_HUMAN	CATL1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	21.4104	2	1	1.05303	3.28e-05	-14.8959	True	-0.327606	2-3	0.0844272	0.234768	-0.427636	2	1	0	0	0	0.915573	-15.1307
psvid_70428_sp|Q9C0D9|EPT1_HUMAN	EPT1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	23.1745	4	2	2.05303	5.5e-05	-14.1502	True	-0.0737506	4-7	-0.237883	-0.313726	0.417232	5	2	0	0	0	2.23788	-13.8365
